#Total No. of Collocate Types: 146
#Total No. of Collocate Tokens: 1023
1	72	41	31	1.88382	и
2	50	40	10	2.29744	ну
3	28	25	3	1.48286	да
4	33	21	12	1.27750	а
5	48	20	28	1.34833	я
6	47	18	29	3.42229	так
7	34	17	17	1.19601	вот
8	17	15	2	0.22181	быть
9	21	13	8	0.84048	что
10	11	10	1	-0.18129	то
11	32	10	22	2.12354	как
12	44	9	35	3.00521	этот
13	33	9	24	1.64906	это
14	12	9	3	1.89685	знать
15	11	8	3	1.44743	говорить
16	17	7	10	2.22398	такой
17	16	7	9	0.96467	мы
18	10	6	4	2.11924	сказать
19	14	5	9	1.95259	ээ
20	16	4	12	1.50594	там
21	5	4	1	2.18963	раз
22	4	4	0	1.13652	нет
23	4	4	0	1.53428	жить
24	4	4	0	2.60467	дом
25	5	3	2	1.85621	только
26	4	3	1	2.81112	смотреть
27	3	3	0	0.73897	себя
28	3	3	0	1.39608	потом
29	15	3	12	1.23854	он
30	15	3	12	0.89097	на
31	4	3	1	0.79731	который
32	6	3	3	1.70421	еще
33	11	3	8	1.24989	все
34	4	3	1	1.17171	аа
35	8	2	6	2.86770	щас
36	2	2	0	4.18963	штука
37	2	2	0	4.92660	школьник
38	4	2	2	0.65358	человек
39	2	2	0	2.42410	цена
40	2	2	0	0.60467	ходить
41	5	2	3	0.65358	уже
42	6	2	4	0.46717	ты
43	9	2	7	2.30645	тут
44	2	2	0	4.18963	технология
45	2	2	0	2.51156	теперь
46	2	2	0	5.51156	темно
47	2	2	0	3.05213	снег
48	3	2	1	2.14233	сидеть
49	3	2	1	2.77459	ребята
50	2	2	0	1.65358	рассказать
51	2	2	0	4.18963	район
52	2	2	0	4.51156	пустить
53	2	2	0	3.92660	происходить
54	2	2	0	2.51156	правильно
55	3	2	1	1.67026	почему
56	2	2	0	4.51156	покупать
57	2	2	0	3.92660	поглядеть
58	2	2	0	4.51156	платок
59	2	2	0	2.05213	отец
60	8	2	6	0.86770	она
61	3	2	1	4.51156	одновременно
62	4	2	2	0.35169	нрзб
63	3	2	1	3.92660	начаться
64	2	2	0	2.60467	называться
65	3	2	1	1.36860	надо
66	6	2	4	1.41002	мочь
67	2	2	0	2.70421	любить
68	2	2	0	2.60467	купить
69	6	2	4	1.63709	кто
70	2	2	0	4.92660	кормить
71	2	2	0	3.05213	кавказ
72	2	2	0	0.44547	или
73	7	2	5	2.01513	здесь
74	2	2	0	2.81112	здание
75	2	2	0	1.34163	жизнь
76	9	2	7	2.34163	если
77	3	2	1	2.00906	думать
78	2	2	0	3.34163	дорога
79	2	2	0	1.46717	дело
80	2	2	0	0.89685	делать
81	2	2	0	2.81112	дак
82	2	2	0	-0.81037	год
83	2	2	0	5.51156	вводить
84	2	2	0	-0.26980	бы
85	2	2	0	2.51156	брать
86	4	1	3	0.73020	э
87	2	1	1	1.38228	чтобы
88	5	1	4	3.92660	це
89	2	1	1	1.26363	хотеть
90	2	1	1	1.81112	тогда
91	2	1	1	3.05213	сын
92	2	1	1	3.05213	собирать
93	2	1	1	2.11924	слушать
94	5	1	4	2.00060	сейчас
95	3	1	2	1.31516	самый
96	3	1	2	3.77459	пруд
97	2	1	1	3.51156	простой
98	2	1	1	1.51156	поэтому
99	2	1	1	0.73020	понимать
100	2	1	1	4.51156	педагог
101	9	1	8	1.04486	они
102	3	1	2	5.09652	одновременный
103	2	1	1	6.51156	обыск
104	6	1	5	-1.19580	не
105	2	1	1	2.11924	начать
106	2	1	1	1.30211	наверное
107	3	1	2	2.00906	можно
108	2	1	1	2.11924	мама
109	3	1	2	0.41002	когда
110	7	1	6	1.00603	какой
111	5	1	4	1.10557	к
112	2	1	1	2.51156	именно
113	3	1	2	1.54193	идти
114	3	1	2	2.05213	значить
115	2	1	1	3.92660	зарабатывать
116	3	1	2	4.09652	ее
117	2	1	1	1.75667	дать
118	4	1	3	2.11924	даже
119	13	1	12	1.07757	вы
120	2	1	1	2.42410	вон
121	2	1	1	3.34163	болеть
122	3	0	3	0.27634	эээ
123	11	0	11	0.61344	у
124	2	0	2	1.11924	сегодня
125	7	0	7	0.15401	с
126	2	0	2	0.00377	потому
127	3	0	3	-0.29579	по
128	2	0	2	3.18963	оттуда
129	2	0	2	1.55736	опять
130	4	0	4	1.34163	один
131	3	0	3	1.48181	о
132	2	0	2	-0.28286	но
133	3	0	3	3.18963	например
134	2	0	2	0.22616	мой
135	4	0	4	1.89685	мм
136	2	0	2	3.18963	книжка
137	2	0	2	2.34163	интересный
138	3	0	3	0.84859	из
139	4	0	4	1.01971	за
140	2	0	2	0.67867	два
141	2	0	2	2.51156	далеко
142	2	0	2	1.18963	вообще
143	2	0	2	-0.81037	весь
144	18	0	18	0.20170	в
145	2	0	2	3.70421	буквально
146	2	0	2	1.70421	баба
